,score,human_label
KiDSDR4 J024305.261-281336.56,2.5183375258116745,-1
KiDSDR4 J024221.979-274958.15,1.012583041186044,-1
KiDSDR4 J224107.170-281237.73,1.4521808655277495,-1
KiDSDR4 J115415.300-005110.70,0.803492019138272,-1
KiDSDR4 J220520.199-284511.34,3.059053854040229,0
KiDSDR4 J220700.527-292059.77,2.5523649166369298,-1
KiDSDR4 J110939.237-001016.97,1.3473214724708027,-1
KiDSDR4 J131725.310+024249.61,1.4675039776426273,-1
KiDSDR4 J115613.057-004113.50,1.1709260310202336,-1
KiDSDR4 J010649.164-284137.90,1.3556403573169826,-1
KiDSDR4 J220659.070-285701.65,1.108878387625357,-1
KiDSDR4 J131910.637+023226.63,1.375848968279504,-1
KiDSDR4 J024129.869-275057.58,0.6840040434733835,-1
KiDSDR4 J224110.796-281449.82,1.5885527797615115,-1
KiDSDR4 J115609.890-002312.72,1.4073335868154193,-1
KiDSDR4 J220453.784-292113.38,2.3960249621437453,-1
KiDSDR4 J024315.633-280655.76,1.0644350304038233,-1
KiDSDR4 J024129.006-283721.84,2.025727421278278,-1
KiDSDR4 J220614.795-284948.26,1.4762247095031789,-1
KiDSDR4 J024151.573-280559.64,2.2906722193611726,-1
KiDSDR4 J033122.357-284706.40,0.8627382510920936,-1
KiDSDR4 J104223.370+001519.82,2.144723280129232,-1
KiDSDR4 J111555.997-025204.81,0.7309020593368067,-1
KiDSDR4 J115614.536-002013.70,0.984550528222881,-1
KiDSDR4 J115715.191-002913.54,1.1945513189569152,-1
KiDSDR4 J131729.226+020630.70,1.0454610483373548,-1
KiDSDR4 J220541.003-285851.47,1.2791498972659137,-1
KiDSDR4 J021236.290-280432.46,0.8830356991449485,-1
KiDSDR4 J115408.742-003034.62,3.5150904148974496,-1
KiDSDR4 J220718.676-293019.85,1.4862434794046477,-1
KiDSDR4 J115407.053-005821.59,2.9127344400200883,0
KiDSDR4 J023931.792-290524.48,0.9181190127195449,-1
KiDSDR4 J220514.874-292723.88,0.7077816996050874,-1
KiDSDR4 J024433.559-282921.90,1.434155365557677,-1
KiDSDR4 J115523.183-002646.05,2.6837728904965767,-1
KiDSDR4 J024229.018-282013.20,2.248210493994006,-1
KiDSDR4 J024308.143-281749.01,1.3204302635472356,-1
KiDSDR4 J131700.018+021513.10,1.293803407679868,-1
KiDSDR4 J084415.135+015038.87,1.8651748871631955,-1
KiDSDR4 J024149.005-274316.59,2.4465567015494747,-1
KiDSDR4 J033032.470-290535.66,0.5171359483228166,-1
KiDSDR4 J084312.294+010718.56,2.5355267745601315,-1
KiDSDR4 J220637.058-290758.01,2.4547158855547635,-1
KiDSDR4 J084408.526+012800.67,0.7540226235413575,-1
KiDSDR4 J115529.788-004458.59,1.2778569260046748,-1
KiDSDR4 J021158.766-280347.25,2.461377154090275,-1
KiDSDR4 J110810.645-000511.78,2.0711410009020286,-1
KiDSDR4 J021058.951-275313.45,0.4032487391898996,-1
KiDSDR4 J220810.848-291407.09,2.9450851237271607,0
KiDSDR4 J024318.523-274544.57,2.2256576412423335,-1
KiDSDR4 J131617.958+021248.81,1.3517387622823336,-1
KiDSDR4 J024022.622-282628.03,1.3423449154332479,-1
KiDSDR4 J110657.087-003032.58,2.4947748124729263,-1
KiDSDR4 J224105.342-282905.48,1.5309935672984523,-1
KiDSDR4 J023838.813-290738.48,1.5321522046337952,-1
KiDSDR4 J110743.046-001831.59,2.190097967221668,-1
KiDSDR4 J131801.818+020503.76,2.5468825630085927,-1
KiDSDR4 J224249.499-280344.18,1.4437215491071054,-1
KiDSDR4 J084415.088+011129.27,1.157403596377797,-1
KiDSDR4 J004558.739-331451.79,1.4175332694869838,-1
KiDSDR4 J231310.384-344646.65,1.7157688920682925,-1
KiDSDR4 J084249.533+012104.64,0.20796318073233658,-1
KiDSDR4 J224148.562-280920.44,1.1517819181995754,-1
KiDSDR4 J220629.838-290437.97,1.9737520104586985,-1
KiDSDR4 J024245.413-274347.60,0.6409021755232595,-1
KiDSDR4 J220806.043-285110.35,4.264316293041223,-1
KiDSDR4 J110604.530-005915.72,0.6148932774230654,-1
KiDSDR4 J084504.679+012308.21,3.087816251422593,0
KiDSDR4 J084244.038+010008.38,1.1778599167602164,-1
KiDSDR4 J023959.781-284539.08,1.993307656526089,-1
KiDSDR4 J115743.064-005231.31,1.358590172382322,-1
KiDSDR4 J024436.459-281036.74,0.43489182959442074,-1
KiDSDR4 J024230.325-283136.58,1.762777867723341,-1
KiDSDR4 J115640.619-005906.29,3.7918153554432927,-1
KiDSDR4 J224148.100-283645.34,0.5208412263543393,-1
KiDSDR4 J220604.194-291512.81,3.326276555723517,-1
KiDSDR4 J220421.510-292004.52,0.8668923773757898,-1
KiDSDR4 J084551.165+014545.15,0.3707213231355392,-1
KiDSDR4 J110911.693-000544.60,3.3597837349869106,-1
KiDSDR4 J220628.874-290058.33,1.7342627608603243,-1
KiDSDR4 J123554.179+005550.41,1.884685991831191,-1
KiDSDR4 J084403.689+012008.60,1.4679400279952068,-1
KiDSDR4 J024140.744-283639.09,1.331223506051399,-1
KiDSDR4 J110727.729-004505.09,2.53745195723335,-1
KiDSDR4 J024116.120-290835.58,1.8578529959860424,-1
KiDSDR4 J004346.104-304929.18,1.2176378534745484,-1
KiDSDR4 J021028.850-275145.38,0.6644463777932293,-1
KiDSDR4 J024425.631-275422.30,1.2016313795586628,-1
