,score,human_label
KiDSDR4 J084447.779+011240.20,0.6716436783246796,-1
KiDSDR4 J115640.619-005906.29,2.745808465105582,0
KiDSDR4 J110920.503-003217.17,1.4415176439954274,-1
KiDSDR4 J024432.997-275906.64,2.1446155151684474,-1
KiDSDR4 J084550.101+013137.89,0.5779844142581907,-1
KiDSDR4 J220453.927-293216.14,1.725488919787196,-1
KiDSDR4 J224249.560-284015.11,0.8594140474663085,-1
KiDSDR4 J084230.153+013430.40,0.7703552640257159,-1
KiDSDR4 J024351.574-274717.33,3.8196904307909323,-1
KiDSDR4 J220522.613-284306.72,1.19961484376206,-1
KiDSDR4 J220405.755-292627.63,0.7646203112069545,-1
KiDSDR4 J084334.805+013005.90,4.2819628161310535,-1
KiDSDR4 J110647.983-003715.46,0.45512224542323476,-1
KiDSDR4 J220815.097-284315.94,0.6558376986963228,-1
KiDSDR4 J084255.516+010020.38,0.8115925163313745,-1
KiDSDR4 J021255.592-284031.22,1.5147140492616236,-1
KiDSDR4 J084552.961+015323.25,3.528581254179011,-1
KiDSDR4 J084553.737+012217.37,1.7079265119819667,-1
KiDSDR4 J115454.252-003606.92,0.05295586015403002,-1
KiDSDR4 J220701.244-292425.25,0.9294872151601107,-1
KiDSDR4 J033142.327-292308.42,1.139072437639565,-1
KiDSDR4 J110759.576-004034.53,2.325620044928973,-1
KiDSDR4 J033134.995-284747.91,0.7733543171654198,-1
KiDSDR4 J023822.424-284243.74,0.6805943648808964,-1
KiDSDR4 J115636.285-001921.33,1.4607341683281658,-1
KiDSDR4 J084423.454+014814.23,3.505682129466641,-1
KiDSDR4 J115412.731-003154.30,2.065094042674171,-1
KiDSDR4 J224228.641-283501.35,2.126904677082351,-1
KiDSDR4 J131715.216+020853.90,0.9426537643374763,-1
KiDSDR4 J115737.813-000607.67,0.6823150576431277,-1
KiDSDR4 J021148.363-275445.34,1.8944085811672857,-1
KiDSDR4 J220409.218-292228.86,0.9141991215053339,-1
KiDSDR4 J220357.717-284432.74,1.451639976212315,-1
KiDSDR4 J115732.869-002442.58,1.4988104266133853,-1
KiDSDR4 J220817.063-284915.66,0.8301658543602727,-1
KiDSDR4 J224219.910-283223.08,0.5152667681234406,-1
KiDSDR4 J132004.086+021727.58,0.9026637311168597,-1
KiDSDR4 J131718.676+022524.49,0.7605939688820395,-1
KiDSDR4 J033023.968-285530.30,0.9273002792083452,-1
KiDSDR4 J220514.874-292723.88,0.377249898583609,-1
KiDSDR4 J021133.407-281103.97,0.5297921161510911,-1
KiDSDR4 J033110.644-284838.45,3.9251550536972517,-1
KiDSDR4 J110642.880-005528.85,0.46097371362976297,-1
KiDSDR4 J021006.931-281505.83,1.3188880852831064,-1
KiDSDR4 J224510.014-274308.82,0.9018233857981585,-1
KiDSDR4 J220813.360-292131.70,1.4109851267192832,-1
KiDSDR4 J021243.551-275249.37,1.593451433665725,-1
KiDSDR4 J033043.870-293618.27,1.5953639073152812,-1
KiDSDR4 J023841.294-291501.19,1.4168868120849643,-1
KiDSDR4 J032934.477-285050.91,0.5532246994669607,-1
KiDSDR4 J224116.645-284030.70,1.694152437616864,-1
KiDSDR4 J024102.733-282157.91,1.3329833916642497,-1
KiDSDR4 J224311.076-280513.05,2.4701629243888066,-1
KiDSDR4 J115659.096-001740.54,2.3697162918714145,-1
KiDSDR4 J224321.337-283251.45,1.4337734138043394,-1
KiDSDR4 J220349.800-284117.51,1.2406437999020565,-1
KiDSDR4 J032805.570-285550.89,1.9377976984118923,-1
KiDSDR4 J024019.301-283019.88,0.804404050786438,-1
KiDSDR4 J110935.103-001200.68,0.9162541068281627,-1
KiDSDR4 J224306.333-275656.81,0.5355998724115174,-1
KiDSDR4 J021248.882-280600.44,0.7138845328899589,-1
KiDSDR4 J024122.758-283952.50,3.0817298028525073,-1
KiDSDR4 J084455.559+011132.64,0.49167140773644086,-1
KiDSDR4 J220729.080-292549.49,0.5520771627193374,-1
KiDSDR4 J033135.239-292428.47,1.1129980465481393,-1
KiDSDR4 J115603.634-002914.87,1.189839593653541,-1
KiDSDR4 J024322.235-280233.42,4.023298869727582,-1
KiDSDR4 J023741.359-293710.28,1.721379625697056,-1
KiDSDR4 J224436.515-281056.58,1.2100241593037588,-1
KiDSDR4 J024132.380-291617.89,0.8149303006257945,-1
KiDSDR4 J131648.000+021839.72,4.132143813218308,-1
KiDSDR4 J115727.585-000026.20,2.190003788286463,-1
KiDSDR4 J024420.279-282007.87,1.2085529722938482,-1
KiDSDR4 J033133.139-285641.17,2.198776202130426,-1
KiDSDR4 J084240.716+011811.05,1.8971582343200755,-1
KiDSDR4 J024352.927-283239.07,0.8874980285098252,-1
