9.085050582885742188e+00	1.172368049621582031e+00
1.202804756164550781e+01	2.806143522262573242e+00
1.107814216613769531e+01	2.159387350082397461e+00
8.540055274963378906e+00	1.670697450637817383e+00
7.980076313018798828e+00	1.896689176559448242e+00
8.159746170043945312e+00	1.508478879928588867e+00
1.101967334747314453e+01	-1.916493177413940430e+00
9.706562995910644531e+00	-4.890908300876617432e-01
7.684306621551513672e+00	1.924288868904113770e+00
1.062762165069580078e+01	2.098273515701293945e+00
9.006661415100097656e+00	1.181323647499084473e+00
5.954320430755615234e+00	7.650923728942871094e-01
9.673754692077636719e+00	-1.737444281578063965e+00
8.401702880859375000e+00	1.711585402488708496e+00
6.932744026184082031e+00	1.543669342994689941e+00
7.229672908782958984e+00	1.062049150466918945e+00
8.497944831848144531e+00	1.667186141014099121e+00
8.359933853149414062e+00	2.142549753189086914e+00
8.513755798339843750e+00	2.421448945999145508e+00
8.040317535400390625e+00	2.109743118286132812e+00
6.991178989410400391e+00	1.598877549171447754e+00
9.376903533935546875e+00	-1.237372279167175293e+00
9.451101303100585938e+00	7.604484558105468750e-01
1.008185863494873047e+01	-7.287103682756423950e-02
9.765748977661132812e+00	-4.097994863986968994e-01
7.315966129302978516e+00	3.983126878738403320e+00
9.395797729492187500e+00	-7.822485566139221191e-01
8.608871459960937500e+00	2.142623662948608398e+00
7.945877552032470703e+00	1.559045433998107910e+00
9.390048027038574219e+00	-1.027369141578674316e+00
8.915280342102050781e+00	1.090978026390075684e+00
9.438086509704589844e+00	1.469736695289611816e+00
9.043984413146972656e+00	1.135023832321166992e+00
9.386172294616699219e+00	-6.942672729492187500e-01
9.024105072021484375e+00	1.252629995346069336e+00
6.616749286651611328e+00	-2.112313508987426758e-01
9.118575096130371094e+00	9.920772910118103027e-01
8.314977645874023438e+00	1.931521296501159668e+00
7.009555816650390625e+00	3.056568622589111328e+00
8.176916122436523438e+00	1.740395307540893555e+00
1.016091156005859375e+01	-1.431124925613403320e+00
9.398534774780273438e+00	7.796514630317687988e-01
7.841799259185791016e+00	1.323789000511169434e+00
9.247784614562988281e+00	9.484003782272338867e-01
8.050930023193359375e+00	1.590551137924194336e+00
1.040486717224121094e+01	2.606098890304565430e+00
9.522377967834472656e+00	8.122302889823913574e-01
9.766324996948242188e+00	1.770227998495101929e-01
6.444169044494628906e+00	2.221774578094482422e+00
8.067263603210449219e+00	1.696028709411621094e+00
1.332850837707519531e+01	3.969976663589477539e+00
6.301621913909912109e+00	2.336953639984130859e+00
9.217616081237792969e+00	-1.203325271606445312e+00
9.673416137695312500e+00	1.003517746925354004e+00
8.168990135192871094e+00	1.548818707466125488e+00
9.129464149475097656e+00	1.149065732955932617e+00
9.572331428527832031e+00	5.633634328842163086e-01
7.984280586242675781e+00	1.728864669799804688e+00
1.110091972351074219e+01	2.882443666458129883e+00
7.440017223358154297e+00	1.922077178955078125e+00
9.777712821960449219e+00	3.163037449121475220e-02
9.352672576904296875e+00	-1.074363589286804199e+00
8.099679946899414062e+00	1.530306100845336914e+00
8.927371025085449219e+00	1.158809542655944824e+00
8.933253288269042969e+00	1.173958897590637207e+00
9.350502967834472656e+00	3.255768120288848877e-01
8.493522644042968750e+00	1.810783743858337402e+00
1.035323524475097656e+01	3.305689394474029541e-01
9.608165740966796875e+00	-2.751896083354949951e-01
9.086706161499023438e+00	1.056977868080139160e+00
1.134337043762207031e+01	-3.229101419448852539e+00
1.146496486663818359e+01	-3.300997972488403320e+00
1.298322200775146484e+01	-2.919736385345458984e+00
1.009733486175537109e+01	-2.498174428939819336e+00
7.172232151031494141e+00	-2.331548213958740234e+00
1.203719902038574219e+01	-3.283463716506958008e+00
1.296292304992675781e+01	-2.808905839920043945e+00
1.210981464385986328e+01	-3.262744665145874023e+00
5.866938114166259766e+00	1.476510614156723022e-01
1.216998672485351562e+01	-3.546114683151245117e+00
8.514471054077148438e+00	1.820509910583496094e+00
9.970695495605468750e+00	-2.869901895523071289e+00
1.108046817779541016e+01	3.914366006851196289e+00
6.896554470062255859e+00	3.158513307571411133e+00
1.345013999938964844e+01	-2.168408870697021484e+00
1.173269939422607422e+01	-3.262530565261840820e+00
8.063763618469238281e+00	1.989923477172851562e+00
3.932278871536254883e+00	1.881082773208618164e+00
8.423512458801269531e+00	2.061262369155883789e+00
1.209957027435302734e+01	-3.177255630493164062e+00
8.646242141723632812e+00	2.022647857666015625e+00
8.464401245117187500e+00	1.785340070724487305e+00
1.143172073364257812e+01	-3.366950273513793945e+00
5.694478034973144531e+00	1.886459946632385254e+00
8.605361938476562500e+00	2.083474636077880859e+00
1.127314853668212891e+01	-2.734685420989990234e+00
9.688036918640136719e+00	3.457131147384643555e+00
2.817565441131591797e+00	2.037812709808349609e+00
1.318826389312744141e+01	-2.431737422943115234e+00
1.295648574829101562e+01	-2.687287330627441406e+00
4.850345611572265625e+00	1.111265063285827637e+00
8.510310173034667969e+00	1.867451786994934082e+00
8.310964584350585938e+00	2.126654148101806641e+00
8.468798637390136719e+00	2.078079700469970703e+00
1.329456520080566406e+01	-2.464309692382812500e+00
7.097933292388916016e+00	-2.581642866134643555e+00
1.349774456024169922e+01	-2.128484487533569336e+00
1.119134140014648438e+01	4.079330921173095703e+00
1.244571495056152344e+01	-3.499964237213134766e+00
5.483105182647705078e+00	1.915163278579711914e+00
1.034757900238037109e+01	7.863374233245849609e+00
1.343185043334960938e+01	5.430805683135986328e+00
9.910798072814941406e+00	6.507133960723876953e+00
1.105562400817871094e+01	3.737739324569702148e+00
8.206773757934570312e+00	1.494107842445373535e+00
1.297663021087646484e+01	-7.951461076736450195e-01
1.050279140472412109e+01	-2.276510477066040039e+00
6.982895851135253906e+00	2.238167047500610352e+00
9.344004631042480469e+00	7.446217536926269531e+00
1.183266830444335938e+01	-1.746208071708679199e+00
1.317636871337890625e+01	5.084466934204101562e+00
8.155388832092285156e+00	1.672684431076049805e+00
7.982920169830322266e+00	1.460746526718139648e+00
1.096206283569335938e+01	-2.314907789230346680e+00
8.025877952575683594e+00	1.270475864410400391e+00
1.245120429992675781e+01	-2.620336771011352539e+00
1.238425064086914062e+01	-2.649228334426879883e+00
9.191132545471191406e+00	6.597864627838134766e+00
1.445002651214599609e+01	5.858394145965576172e+00
7.163409709930419922e+00	-2.360479593276977539e+00
8.389084815979003906e+00	1.754051804542541504e+00
8.208524703979492188e+00	1.505843639373779297e+00
1.133493423461914062e+01	-2.829190492630004883e+00
1.153854942321777344e+01	-2.912680149078369141e+00
9.134652137756347656e+00	1.020107865333557129e+00
